1 Hint: ( net_buffer_length , 1mb , [] )  hint_id : 68 
84 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
84 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
84 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
84 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
84 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
85 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
85 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
85 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
85 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
85 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
85 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
85 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
87 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
87 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
87 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
87 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
87 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
87 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
87 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
88 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
88 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
88 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
88 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
88 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
88 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
88 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
89 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
89 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
89 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
89 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
89 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
89 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
89 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
90 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
90 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
90 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
90 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
90 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
90 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
90 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
91 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
91 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
91 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
91 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
91 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
91 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
91 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
91 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
94 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
98 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
98 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
98 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
98 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
98 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
98 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
98 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
100 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
100 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
100 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
100 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
100 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
100 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
100 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
101 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
103 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
105 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
106 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
106 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
106 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
106 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
106 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
106 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
106 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
106 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
108 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
108 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
108 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
108 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
108 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
108 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
108 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
109 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
110 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
115 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
116 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
119 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
119 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
119 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
119 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
119 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
119 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
119 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
121 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
121 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
121 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
121 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
121 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
121 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
122 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
122 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
122 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
122 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
122 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
122 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
122 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
123 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
123 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
123 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
123 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
123 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
123 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
123 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
126 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
126 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
126 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
126 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
126 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
126 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
127 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
127 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
127 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
127 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
127 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
127 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
127 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
127 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
128 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
128 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
128 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
128 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
128 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
128 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
128 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
129 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
131 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
131 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
131 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
131 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
131 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
131 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
131 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
131 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
132 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
134 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
134 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
134 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
134 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
134 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
134 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
134 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
135 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
135 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
135 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
135 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
135 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
135 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
137 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
137 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
137 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
137 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
137 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
137 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
142 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
144 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
150 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
150 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
150 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
150 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
150 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
150 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
151 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
151 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
151 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
151 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
151 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
151 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
151 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
152 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
153 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
153 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
153 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
153 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
153 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
153 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
161 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
161 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
161 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
161 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
161 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
161 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
161 Hint: ( max_wal_size , 8gb , [] )  hint_id : 84 
161 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
1 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
1 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
1 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
1 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
1 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
1 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
1 Hint: ( maintenance_work_mem , 256mb , [] )  hint_id : 41 
2 Hint: ( temp_buffers , increase , ['many connections'] )  hint_id : 21 
2 Hint: ( effective_cache_size , 0.5mem , [] )  hint_id : 34 
3 Hint: ( temp_buffers , increase , ['many connections'] )  hint_id : 21 
3 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
3 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
3 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
3 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
3 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
4 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
4 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
4 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
4 Hint: ( effective_cache_size , 0.5mem , [] )  hint_id : 34 
4 Hint: ( max_parallel_workers , 4cpu , [] )  hint_id : 76 
4 Hint: ( max_parallel_workers , 8cpu , [] )  hint_id : 77 
6 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
6 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
6 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
6 Hint: ( effective_cache_size , 0.5mem , [] )  hint_id : 34 
6 Hint: ( maintenance_work_mem , 256mb , [] )  hint_id : 41 
8 Hint: ( temp_buffers , increase , ['many connections'] )  hint_id : 21 
8 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
8 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
8 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
8 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
8 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
8 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
8 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
9 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
9 Hint: ( effective_cache_size , 0.5mem , [] )  hint_id : 34 
9 Hint: ( max_parallel_workers , 4cpu , [] )  hint_id : 76 
9 Hint: ( max_parallel_workers , 8cpu , [] )  hint_id : 77 
10 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
10 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
10 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
10 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
10 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
10 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
10 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
11 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
11 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
11 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
11 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
11 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
11 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
13 Hint: ( temp_buffers , increase , ['many connections'] )  hint_id : 21 
13 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
13 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
13 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
13 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
13 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
13 Hint: ( max_parallel_workers , 8cpu , [] )  hint_id : 77 
14 Hint: ( temp_buffers , increase , ['many connections'] )  hint_id : 21 
15 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
15 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
15 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
15 Hint: ( max_parallel_workers , 8cpu , [] )  hint_id : 77 
16 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
16 Hint: ( effective_cache_size , increase , ['index'] )  hint_id : 40 
17 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
19 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
19 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
19 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
19 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
20 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
20 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
20 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
20 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
20 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
20 Hint: ( effective_cache_size , increase , ['index'] )  hint_id : 40 
22 Hint: ( temp_buffers , increase , ['many connections'] )  hint_id : 21 
22 Hint: ( max_parallel_workers , 8cpu , [] )  hint_id : 77 
23 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
23 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
23 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
23 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
23 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
23 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
23 Hint: ( max_connections , 8cpu , [] )  hint_id : 51 
23 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
24 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
24 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
24 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
24 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
25 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
25 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
25 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
25 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
26 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
26 Hint: ( max_connections , 8cpu , [] )  hint_id : 51 
26 Hint: ( max_parallel_workers , 8cpu , [] )  hint_id : 77 
27 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
27 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
27 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
27 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
28 Hint: ( temp_buffers , increase , ['many connections'] )  hint_id : 21 
28 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
28 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
28 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
29 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
29 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
29 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
29 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
29 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
29 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
29 Hint: ( max_connections , 8cpu , [] )  hint_id : 51 
29 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
30 Hint: ( max_parallel_workers , 8cpu , [] )  hint_id : 77 
31 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
31 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
31 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
31 Hint: ( max_connections , 8cpu , [] )  hint_id : 51 
31 Hint: ( max_parallel_workers , 8cpu , [] )  hint_id : 77 
32 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
32 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
32 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
32 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
32 Hint: ( effective_cache_size , increase , ['index'] )  hint_id : 40 
32 Hint: ( max_connections , 8cpu , [] )  hint_id : 51 
33 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
33 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
33 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
33 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
33 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
33 Hint: ( effective_cache_size , increase , ['index'] )  hint_id : 40 
33 Hint: ( max_connections , 8cpu , [] )  hint_id : 51 
33 Hint: ( max_parallel_workers , 8cpu , [] )  hint_id : 77 
34 Hint: ( temp_buffers , increase , ['many connections'] )  hint_id : 21 
34 Hint: ( max_parallel_workers , 8cpu , [] )  hint_id : 77 
35 Hint: ( temp_buffers , increase , ['many connections'] )  hint_id : 21 
35 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
35 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
35 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
35 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
35 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
35 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
35 Hint: ( effective_cache_size , increase , ['index'] )  hint_id : 40 
35 Hint: ( shared_buffers , increase , ['issues with caching data'] )  hint_id : 32 
36 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
36 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
36 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
36 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
36 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
36 Hint: ( max_connections , 8cpu , [] )  hint_id : 51 
36 Hint: ( shared_buffers , 0.15mem , ['not memory available'] )  hint_id : 29 
37 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
37 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
37 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
37 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
37 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
37 Hint: ( effective_cache_size , increase , ['index'] )  hint_id : 40 
37 Hint: ( shared_buffers , 0.15mem , ['not memory available'] )  hint_id : 29 
38 Hint: ( shared_buffers , 2gb , [] )  hint_id : 23 
38 Hint: ( shared_buffers , 2.5gb , [] )  hint_id : 24 
38 Hint: ( shared_buffers , 4gb , [] )  hint_id : 25 
38 Hint: ( shared_buffers , 0.2mem , [] )  hint_id : 26 
38 Hint: ( shared_buffers , 0.4mem , [] )  hint_id : 27 
38 Hint: ( shared_buffers , 0.25mem , [] )  hint_id : 28 
38 Hint: ( effective_cache_size , increase , ['index'] )  hint_id : 40 
38 Hint: ( max_connections , 8cpu , [] )  hint_id : 51 
